example_id                                                             | status  | run_time        |
./spec/policies/report_policy_spec.rb[1:9:2]                           | passed  | 0.038 seconds   |
./spec/policies/system_group_policy_spec.rb[1:1:1]                     | passed  | 0.0463 seconds  |
./spec/policies/system_group_policy_spec.rb[1:1:2]                     | passed  | 0.03353 seconds |
./spec/policies/system_group_policy_spec.rb[1:2:1]                     | passed  | 0.12455 seconds |
./spec/policies/system_group_policy_spec.rb[1:2:2]                     | passed  | 0.03134 seconds |
./spec/policies/system_group_policy_spec.rb[1:3:1]                     | passed  | 0.03445 seconds |
./spec/policies/system_group_policy_spec.rb[1:3:2]                     | passed  | 0.03866 seconds |
./spec/policies/system_group_policy_spec.rb[1:4:1]                     | passed  | 0.05323 seconds |
./spec/policies/system_group_policy_spec.rb[1:4:2]                     | passed  | 0.029 seconds   |
./spec/policies/system_group_policy_spec.rb[1:5:1]                     | passed  | 0.04483 seconds |
./spec/policies/system_group_policy_spec.rb[1:5:2]                     | passed  | 0.03697 seconds |
./spec/policies/system_group_policy_spec.rb[1:6:1]                     | passed  | 0.03392 seconds |
./spec/policies/system_group_policy_spec.rb[1:6:2]                     | passed  | 0.03462 seconds |
./spec/policies/system_group_policy_spec.rb[1:7:1]                     | passed  | 0.0482 seconds  |
./spec/policies/system_group_policy_spec.rb[1:7:2]                     | passed  | 0.03206 seconds |
./spec/policies/system_group_policy_spec.rb[1:8:1]                     | passed  | 0.03591 seconds |
./spec/policies/system_group_policy_spec.rb[1:8:2]                     | passed  | 0.03686 seconds |
./spec/policies/system_permission_policy_spec.rb[1:1:1]                | passed  | 0.03482 seconds |
./spec/policies/system_permission_policy_spec.rb[1:1:2]                | passed  | 0.03441 seconds |
./spec/policies/system_permission_policy_spec.rb[1:2:1]                | passed  | 0.03603 seconds |
./spec/policies/system_permission_policy_spec.rb[1:2:2]                | passed  | 0.03389 seconds |
./spec/policies/system_permission_policy_spec.rb[1:3:1]                | passed  | 0.03367 seconds |
./spec/policies/system_permission_policy_spec.rb[1:3:2]                | passed  | 0.03882 seconds |
./spec/policies/system_permission_policy_spec.rb[1:4:1]                | passed  | 0.03538 seconds |
./spec/policies/system_permission_policy_spec.rb[1:4:2]                | passed  | 0.04547 seconds |
./spec/policies/system_permission_policy_spec.rb[1:5:1]                | passed  | 0.03607 seconds |
./spec/policies/system_permission_policy_spec.rb[1:5:2]                | passed  | 0.03656 seconds |
./spec/policies/system_permission_policy_spec.rb[1:6:1]                | passed  | 0.0427 seconds  |
./spec/policies/system_permission_policy_spec.rb[1:6:2]                | passed  | 0.03168 seconds |
./spec/policies/system_permission_policy_spec.rb[1:7:1]                | passed  | 0.03409 seconds |
./spec/policies/system_permission_policy_spec.rb[1:7:2]                | passed  | 0.03743 seconds |
./spec/policies/system_permission_policy_spec.rb[1:8:1]                | passed  | 0.03595 seconds |
./spec/policies/system_permission_policy_spec.rb[1:8:2]                | passed  | 0.04052 seconds |
./spec/policies/system_role_policy_spec.rb[1:1:1]                      | passed  | 0.04263 seconds |
./spec/policies/system_role_policy_spec.rb[1:1:2]                      | passed  | 0.05335 seconds |
